Company Name,Phone,Phone_Carrier_Type,Phone_Carrier_Name,Email,Email_Status,Website,Contact_Name,First Name,Last Name,Contact_Title,Contact_Phone,Contact_Phone_Type,Company_Phone,Company_Phone_Type,Street,City,State,State_Code,Zip,Google_Rating,Google_Reviews,Employees,Revenue,Founded,LinkedIn,Facebook,Instagram,Domain,Category,Subtypes,Google_Verified,Business_Status,About,Tags,Source
Massage Refresh Health & Wellness,4698354683,mobile,T-Mobile USA,massagerefresh5616@gmail.com,,http://www.massagerefreshdallas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Dantara Thai Wellness Spa @ Dallas,9458996395,mobile,Verizon Wireless,info@dantaraspa.com,,https://www.dantaraspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Touched Therapeutic Massage & Bodywork,4693488696,mobile,T-Mobile USA,info@toucheddtx.com,,http://www.toucheddtx.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Essence Massage & Wellness,2144002594,mobile,T-Mobile USA,fabiola@essencemassagewellness.com,,http://www.essencemassagewellness.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
The Body Scrubbery,9258088222,mobile,T-Mobile USA,,,https://thebodyscrubberytexas.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage Express - Keller TX,8174288087,mobile,Verizon Wireless,,,https://massageexpresstx.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Oneway Relaxation,9722949598,mobile,T-Mobile USA,,,https://onewayrelaxation.as.me/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage8,4694039471,mobile,AT&T Wireless,,,http://www.txmassage8.com/?utm_source=Google+Business+&utm_medium=CPC&utm_campaign=Dallas+traffic&utm_id=Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage Therapy by Angelly,2282248315,mobile,AT&T Wireless,,,https://www.massagebook.com/biz/massage_therapy_by_angelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Tactical Therapeutics,4694411820,mobile,AT&T Wireless,,,https://thebodytellsnolies.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
JOY Healthy Massage,8177143333,mobile,T-Mobile USA,,,https://localmassagespas.net/explore/joy-healthy-massage/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Texas Massage and Spa Dallas,4698336621,mobile,AT&T Wireless,,,https://texasmassageandspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Vivian's Boutique Spa,2144844714,mobile,Verizon Wireless,,,https://www.viviansdallas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage 8,2146099201,mobile,AT&T Wireless,,,http://www.txmassage8.com/?utm_campaign=gmb&utm_id=plano&utm_medium=cpc&utm_source=google+business+,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Zelene Head Spa Mansfield,4696933887,mobile,Verizon Wireless,,,https://zelenespa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Uptown Thai Massage & Wellness,9496859266,mobile,AT&T Wireless,,,https://www.uptown-thaimassage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Smiling Feet,6263669944,mobile,T-Mobile USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Niu Niu Foot Spa,8177704409,mobile,AT&T Wireless,,,http://www.niuniuspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Royalty Massage Spa,9724570313,mobile,Verizon Wireless,,,http://www.royaltymassagespa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Total Touch Massage Therapy,8175046480,mobile,T-Mobile USA,,,https://totaltouchmassagetherapy.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Legend Massage,6826672721,mobile,AT&T Wireless,,,http://www.legendmassage.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Max Therapy Massage,2148929785,mobile,T-Mobile USA,,,https://maxtherapymassage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Pressed Massage Therapy,6823054882,mobile,T-Mobile USA,customer@pressedmassage.com,,https://pressedmassage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
L V Massage & Spa,4694930039,mobile,T-Mobile USA,lvmns111@gmail.com,,https://lvmassageandspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Unwind Massage Lounge,4698497252,mobile,Verizon Wireless,amandaegeorge13@gmail.com,,https://unwindmassageloungedallas.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Kendahl Airey- DFW Massage Doctor,9725142825,mobile,AT&T Wireless,Kendahl@KendahlAirey.com,,http://www.dfwmassagedoctor.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Oak Tree Massage,4699649745,mobile,Verizon Wireless,lovers@oaktreemassagedallas.com,,https://oaktreemassagedallas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Therapeutic Spa,9723457217,mobile,T-Mobile USA,info@therapeuticspa-tx.com,,http://www.therapeuticspa-tx.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Working Bodies Massage,2149066565,mobile,T-Mobile USA,safeguarding@vagaro.com,,http://www.vagaro.com/workingbodiesmassage,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
MassageFit LLC,2149016742,mobile,T-Mobile USA,founders@pocketsuite.io,,https://pocketsuite.io/link/massagefit,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Honey Bee Massage and Wellness,4694669712,mobile,T-Mobile USA,corrindandridge@gmail.com,,https://honeybeemassagedallas.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage is Wellness: In Studio and Mobile,2147732523,mobile,Verizon Wireless,rowanalexander7@gmail.com,,https://massageiswellness.co/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage Refresh Health & Wellness,4698354683,mobile,T-Mobile USA,massagerefresh5616@gmail.com,,http://www.massagerefreshdallas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Dantara Thai Wellness Spa @ Dallas,9458996395,mobile,Verizon Wireless,info@dantaraspa.com,,https://www.dantaraspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Touched Therapeutic Massage & Bodywork,4693488696,mobile,T-Mobile USA,info@toucheddtx.com,,http://www.toucheddtx.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Essence Massage & Wellness,2144002594,mobile,T-Mobile USA,fabiola@essencemassagewellness.com,,http://www.essencemassagewellness.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
The Body Scrubbery,9258088222,mobile,T-Mobile USA,,,https://thebodyscrubberytexas.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage Express - Keller TX,8174288087,mobile,Verizon Wireless,,,https://massageexpresstx.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Oneway Relaxation,9722949598,mobile,T-Mobile USA,,,https://onewayrelaxation.as.me/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage8,4694039471,mobile,AT&T Wireless,,,http://www.txmassage8.com/?utm_source=Google+Business+&utm_medium=CPC&utm_campaign=Dallas+traffic&utm_id=Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage Therapy by Angelly,2282248315,mobile,AT&T Wireless,,,https://www.massagebook.com/biz/massage_therapy_by_angelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Tactical Therapeutics,4694411820,mobile,AT&T Wireless,,,https://thebodytellsnolies.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
JOY Healthy Massage,8177143333,mobile,T-Mobile USA,,,https://localmassagespas.net/explore/joy-healthy-massage/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Texas Massage and Spa Dallas,4698336621,mobile,AT&T Wireless,,,https://texasmassageandspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Vivian's Boutique Spa,2144844714,mobile,Verizon Wireless,,,https://www.viviansdallas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Massage 8,2146099201,mobile,AT&T Wireless,,,http://www.txmassage8.com/?utm_campaign=gmb&utm_id=plano&utm_medium=cpc&utm_source=google+business+,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Zelene Head Spa Mansfield,4696933887,mobile,Verizon Wireless,,,https://zelenespa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Uptown Thai Massage & Wellness,9496859266,mobile,AT&T Wireless,,,https://www.uptown-thaimassage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Smiling Feet,6263669944,mobile,T-Mobile USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Niu Niu Foot Spa,8177704409,mobile,AT&T Wireless,,,http://www.niuniuspa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Royalty Massage Spa,9724570313,mobile,Verizon Wireless,,,http://www.royaltymassagespa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Total Touch Massage Therapy,8175046480,mobile,T-Mobile USA,,,https://totaltouchmassagetherapy.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Legend Massage,6826672721,mobile,AT&T Wireless,,,http://www.legendmassage.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
Max Therapy Massage,2148929785,mobile,T-Mobile USA,,,https://maxtherapymassage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile-verified,old_master
